os	device_type	device_score	device_cpu	ip_domain	 Native视频发流切片时长 
Android	sm-a155m	75		South_America	73307.66667
Android	sm-s906n	92	qualcomm 8 gen 1	East_Asia	73265.36667
Android	sm-m127g	77	", exynos850"	India	73251.6
Android	cph2665	75		India	73250.36667
iOS	"iPhone15,2"	96		South_Asia	73245.75
Android	bah4-w09	80		China_Mainland	73223.23333
Android	23100rn82l	69		South_America	73210.28333
Android	sm-a047f	77	"Samsung A04S EUR OPEN REV03C board based on EXYNOS850, exynos850"	South_Asia	73119.65
Android	infinix x665b	69	helio a20	South_Asia	73105.25
Android	rmx3430	69	"MT6769V/CZ, mt6768"	India	73100.16667
Android	sm-g975f	87	samsung exynos 9820  exynos9820	Europe	73025.71667
Android	m2007j20cg	89		South_Asia	73019.55
Android	m2006c3lii	73	helio g25	India	73009.21667
Android	2312dra50g	85	qualcomm 7s Gen 2	Europe	72961.73333
Android	infinix x6515	67		South_America	72720.9
Android	cph2481	78	helio g99	South_Asia	72661.73333
Android	ac2001	84	qualcomm 765g	India	72609.41667
Android	220333qag	83	Qualcomm 680	South_Asia	72553.26667
Android	v2158	86	mediatek 1300	India	72524.1
Android	infinix x657b	67		Middle_East	72484.28333
MAC	"MacBookAir10,1"	-1		South_Asia	72465.43333
Windows	Latitude 3420	64	11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz	China_Mainland	72364.76667
Android	sm-a042f	73	"MT6765V/CB, mt6765"	India	72282.05
Android	v2247	83	qualcomm 680	India	72221.25
Android	infinix x6853	75		South_Asia	72184.3
Android	rmx3261	72	Unisoc T610	South_Asia	72179.96667
iOS	"iPhone16,1"	-1		China_Mainland	72171.66667
Android	sm-a145p	74	helio p65	Middle_East	72073.45
Android	sm-a356e	71		South_Asia	72006.45
Windows	21HW	88	13th Gen Intel(R) Core(TM) i5-13500H	China_Mainland	71972.63333
Android	dco-al00	93		China_Mainland	71952.36667
Android	infinix x6837	75		South_Asia	71893.3
iOS	"iPhone15,4"	96		Middle_East	71826.45
iOS	"iPhone16,1"	98		South_Asia	71820.76667
Android	rmx3998	75	", mt6835"	India	71816.13333
Android	2311drk48g	89	mediatek 8300	South_America	71808.35
Android	m2101k7bny	75		South_Asia	71749.71667
iOS	"iPhone16,2"	66		Middle_East	71600.5
Android	sm-a075f	77	helio g99	Middle_East	71574.53333
Android	cph2631	89	", qcom"	South_Asia	71549.96667
Android	rmx3263	65		Middle_East	71409.46667
Android	sm-s928b	96	qualcomm 8 Gen 3	South_Asia	71375.93333
Android	rmx3990	89	", qcom"	India	71370.63333
Android	infinix x6531	72	", mt6768"	South_Asia	71366.28333
Android	sm-a176b	71	", s5e8535"	India	71261.76667
Android	sm-a057f	82	qualcomm 680	Middle_East	71206.48333
iOS	"iPhone17,4"	100		Africa	71161.56667
Android	cph2711	89		South_Asia	71116.7
Android	m2006c3lg	71	helio g25	South_America	71113.15
Android	tecno kg5k	76	unisoc ums9230 kg5k	South_America	71103.43333
Android	sm-e236b	82	qualcomm 750g	India	71057.55
iOS	"iPhone13,3"	92		Middle_East	70916.88333
Android	m2101k6g	83	qualcomm 730	South_America	70903.15
Windows	21E30071CD	76	12th Gen Intel(R) Core(TM) i5-1240P	China_Mainland	70881.06667
Android	v2419	68		South_Asia	70852.5
Android	rmx3085	77	helio g90t	South_Asia	70787.68333
Android	cph2239	76	helio p35	India	70755.01667
Android	infinix x6528b	68		South_Asia	70699.41667
Android	sm-a032m	60		South_America	70671.33333
Android	23106rn0da	72	"MT6769V/CZ, mt6768"	South_Asia	70662.63333
Android	c210ch	72		China_Mainland	70662.33333
Android	23027rad4i	89	", qcom"	South_Asia	70614.4
Android	infinix x6816c	73	unisoc t610	South_Asia	70605.23333
Android	cph1937	84	"qualcomm technologies, inc sdm665 qcom"	South_Asia	70600.85
Android	infinix x6858	75	", mt6789"	South_Asia	70584.28333
Android	infinix x6728	72		South_Asia	70551.71667
Android	aln-al80	90		China_Mainland	70539.16667
iOS	"iPhone12,8"	90		South_America	70497.76667
Android	sm-s908e	92	qualcomm 8 gen 1	Middle_East	70441.45
Android	infinix x6838	81	mediatek mt6835  mt6835	India	70311.25
iOS	"iPhone18,4"	-1		East_Asia	70308.28333
Android	infinix x6853	78	helio g99	South_Asia	70294.46667
Android	m2003j15sc	72	"MT6769Z, mt6768"	South_Asia	70287.41667
Android	v2319	87	mediatek 8200	India	70249.45
Android	v2116	77	helio g96	South_Asia	70212.56667
Android	v2251	87	mediatek 8200	India	70157.1
Android	abr-lx3	81	qualcomm 680	South_America	70102.81667
Android	moto g55 5g	81	mediatek 7020	South_America	70086.68333
Android	25028pc03g	65		South_Asia	69928.61667
Android	xd-sdd16-2201	75		China_Mainland	69880.38333
iOS	"iPhone13,2"	-1		China_Mainland	69879.46667
Android	cph2505	83	qualcomm 695	India	69804.16667
Android	tecno kj5	75	helio p65	South_Asia	69800.66667
Android	cph2717	89	mediatek 8300	India	69783.68333
Android	redmi 8	82	Qualcomm 439	South_Asia	69781
Android	v2043	73		South_Asia	69778.48333
Android	rmx2189	75	helio p35	South_Asia	69739.7
Android	infinix x6880	75		South_Asia	69722.51667
Android	cph2565	83	qualcomm 680	South_Asia	69647.08333
Android	tecno kl5	74	helio p65	Africa	69629.9
Android	pa2353	93		China_Mainland	69591.43333
Android	ags3k-w20	77		China_Mainland	69577.58333
Android	cph2467	89		India	69520.53333
iOS	"iPhone17,2"	-1		East_Asia	69518.65
Android	sm-m515f	82	qualcomm 730	India	69451.05
Android	sm-a536e	84	exynos 1280	South_Asia	69391.1
Android	v2027	80	"Qualcomm Technologies, Inc BENGAL, qcom"	South_Asia	69357.2
Android	brp-nx1	89		Middle_East	69355.2
MAC	"Mac14,2"	-1		North_America	69293.31667
Android	cph2471	75	helio p35	India	69240.78333
Android	els-an00	84		China_Mainland	69201.05
Android	sm-a346e	75	", mt6877"	India	69200.68333
iOS	"iPhone14,2"	94		India	69196.66667
iOS	"iPad13,1"	92		East_Asia	69090.75
Android	sm-s908e	92	qualcomm 8 gen 1	India	69072.73333
Android	m2006c3mg	75	helio p35	South_America	69060.66667
Android	sm-a346e	82	mediatek 900	Middle_East	68970.38333
Android	220333qbi	86	Qualcomm 680	South_Asia	68884.98333
Android	cph2325	75	helio p35	India	68865.08333
Android	cph2577	75	helio p65	India	68660.6
Android	v2338	82	qualcomm 6 Gen 1	India	68628.21667
Android	cph2621	83	qualcomm 695	South_Asia	68621.51667
Android	blm-00	77		China_Mainland	68513.4
Android	cph1923	64		South_Asia	68503.3
Android	m2006c3lg	73	helio g25	South_Asia	68493.96667
iOS	"iPhone14,5"	-1		South_Asia	68460.15
Android	rmx3231	60		South_Asia	68444.45
Android	tecno cm6	75	", mt6789"	South_Asia	68362.91667
Android	25028rn03a	72	serenity	South_Asia	68359.61667
Android	infinix x6725c	68		South_Asia	68234.98333
Android	2405crpfdg	89		South_Asia	68227.93333
Android	2412dpc0ag	84	mediatek mt6899  mt6899	South_America	68189.43333
Android	23128pc33i	75	", mt6835"	India	68128.3
Android	vivo 1951	89	"null, qcom"	India	68114.31667
Android	v2420	75		India	68112.88333
Android	2201117tg	86	Qualcomm 680	South_Asia	68093.31667
Android	v2152	74	helio p65	India	68081.8
Android	22081283c	73		China_Mainland	68045.26667
Android	rmx3231	80	octa core rmx3231	South_Asia	67998.26667
Android	cph2269	75	helio p35	India	67969.43333
Android	cph2461	83	qualcomm 680	India	67964.33333
Android	23090ra98g	84	mediatek 7200	Middle_East	67856.11667
Android	sm-a035m	65		South_America	67854.43333
Android	23026rn54g	68		South_America	67840.43333
Android	infinix x657c	67	helio a20	South_Asia	67822.36667
Android	cph2343	83	qualcomm 695	South_Asia	67693.81667
Windows	ChengMing 3991	94	Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz	China_Mainland	67674.16667
Android	220333qbi	86	Qualcomm 680	India	67665.58333
Android	v2415	86	mediatek mt6991  mt6991	India	67653.13333
Android	v2206	83	qualcomm 680	South_Asia	67638.45
Android	24094rad4g	75		South_Asia	67619.96667
Android	zpd1221	72		China_Mainland	67584.63333
Android	sm-s928u	93	", qcom"	North_America	67566.15
Android	rmx3762	74	unisoc t612	India	67503.8
Android	ags3-w00d	77		China_Mainland	67455.25
Android	itel s665l	72	unisoc t606	South_Asia	67406.73333
Android	infinix x6728	75	mt6768	South_Asia	67399.23333
iOS	"iPhone8,1"	82		China_Mainland	67387.48333
Android	sm-a325f	74	helio g70	Europe	67320.41667
Android	v2060	81	qualcomm 480	India	67297.2
Android	v2142	75	"MT6833V/ZA, mt6833"	India	67229.35
Android	infinix x6528	72	unisoc t606	Middle_East	67214.43333
Android	moto g23	74	helio p65	South_America	67179.43333
Android	24116pcc1i	86	", qcom"	India	67145.18333
Android	rmx3511	69	Unisoc T616	South_Asia	67113.68333
Android	tecno kl4h	74	helio p35	South_America	67107.83333
Android	moto g stylus (2022)	75	helio p65	North_America	67073.2
Android	sm-a715f	82	qualcomm 730	South_America	66962.08333
Android	23127pn0cc	96	qualcomm 8 Gen 3	China_Mainland	66959.78333
Android	23053rn02a	72	"MT6769H, mt6768"	South_Asia	66903.88333
iOS	"iPhone15,3"	-1		East_Asia	66892.43333
Android	sm-m166p	75	"null, mt6835"	India	66845.25
Android	cph2333	83	qualcomm 680	South_Asia	66826.01667
Android	m2004j19c	74	helio p65	India	66824.95
Android	v2303	89	Qualcomm 695	India	66704.58333
Android	hey3-w00	89		China_Mainland	66673.36667
Android	infinix x6725	65		South_America	66645.56667
Android	krj2-w09	75		China_Mainland	66606.18333
Android	m2006c3mg	75	helio p35	South_Asia	66507.7
Android	2409brn2ca	72		South_Asia	66500.9
Android	itel s665l	71	unisoc t606	Africa	66478.31667
Android	ali-nx3	83	qualcomm 6 Gen 1	South_America	66466.23333
Android	sm-e156b	75	", mt6835"	India	66455.55
Android	sm-a566b	88	samsung s5e8855  s5e8855	Middle_East	66451.9
Android	pixel 2 xl	68	Qualcomm 835	China_Mainland	66383.26667
Android	cph2127	80	"qualcomm technologies, inc sm4250 qcom"	Africa	66376.75
Android	rmx3785	75		India	66318.86667
Android	v2333	72		South_Asia	66281.43333
Android	v2348	89	", qcom"	India	66208.96667
Android	cb30	68		China_Mainland	66206.2
iOS	"iPad15,8"	96		North_America	66199.05
iOS	"iPhone14,7"	94		Middle_East	66182.83333
Android	moto g14	74	unisoc t616	South_America	66176.03333
iOS	"iPhone16,2"	66		North_America	66140.48333
Android	tecno kj5	72		South_America	66133.1
Android	infinix x6882	75	", mt6789"	South_Asia	66100.25
Android	cph2059	84	"qualcomm technologies, inc sdm665 qcom"	South_Asia	65971.33333
Android	cph1911	73		South_Asia	65970.4
Android	23028rncag	74	helio p35	South_Asia	65959.65
Android	v2247	83	qualcomm 680	South_Asia	65875.23333
Android	redmi k30 5g	86	"qualcomm technologies, inc sm7250 qcom"	China_Mainland	65851.41667
Android	24116raccg	75	"null, mt6789"	South_America	65816.31667
Android	cph2681	73	", mt6835"	India	65775.66667
Android	rmx3890	81	qualcomm 680	Middle_East	65742.56667
Android	rmx3760	68	", ums9230_hulk"	South_Asia	65685.78333
Android	sm-a556b	88	exynos 1480	Europe	65680.33333
Android	infinix x6831	72	"MT6769H, mt6769"	South_Asia	65618.48333
Android	cph2363	83	qualcomm 680	South_Asia	65509.35
Android	slg-w50	69		China_Mainland	65507.05
Android	sm-a145f	77	exynos 850	South_Asia	65479.53333
Android	cph2325	75	helio p35	Middle_East	65441.71667
Android	v2131	82	qualcomm 680	South_Asia	65320.96667
Windows	83CK	78	13th Gen Intel(R) Core(TM) i5-13420H	China_Mainland	65318.1
Android	v2239	80	mediatek 1080	India	65276.31667
Android	pixel 7a	83	google gs201  lynx	East_Asia	65273.7
Android	rmx3939	74	ums9230_latte	South_Asia	65266.51667
Android	24115ra8eg	86	qti sm7635  qcom	South_America	65213.53333
Android	sm-a566b	88	samsung s5e8855  s5e8855	South_Asia	65196.8
Android	pa2373	75		China_Mainland	65187.7
Android	sm-a217f	81	samsung exynos 850  exynos850	Middle_East	65174.51667
Android	v2314	83	qualcomm 695	South_America	65158.1
Android	tecno ck6n	72	", mt6768"	South_Asia	65148.63333
iOS	"iPhone15,3"	-1		North_America	65127.35
Android	23128pc33i	81	mediatek mt6835  mt6835	India	65117.48333
iOS	"iPhone14,8"	94		South_America	65094.76667
Android	v2142	76	mediatek 700	India	65089.11667
Android	sm-a207f	74	qualcomm 450	South_Asia	65077.81667
iOS	"iPhone11,6"	88		East_Asia	65046.88333
Android	sm-a042f	75	helio p35	South_Asia	65043.01667
Android	v2434	87	qcom	South_Asia	65033.41667
Android	sm-a356e	85	exynos 1380	Middle_East	65009.61667
Android	22120rn86g	69	"MT6769V/CZ, mt6768"	South_Asia	64992.61667
iOS	"iPad7,6"	84		China_Mainland	64930.21667
Android	cph2213	77	mediatek 800u	India	64907.95
Android	sm-a127f	81	samsung exynos 850  exynos850	Middle_East	64846.41667
Android	a059p	86	qti sm7635  qcom	India	64842.28333
Android	vivo 1935	84	"qualcomm technologies, inc trinket qcom"	India	64785.63333
Android	sm-s928b	93	", qcom"	India	64723.71667
Android	sm-a556e	71		South_America	64710.48333
iOS	"iPhone12,5"	90		Europe	64645.9
Android	tecno ki5k	72	unisoc t606	South_Asia	64609.21667
Android	cph2505	89	Qualcomm 695	India	64567.61667
Android	v2029	80	"qualcomm sm4250 qualcomm technologies, inc bengal qcom"	India	64555.93333
Android	rmx3762	73	unisoc t612	India	64522.03333
Android	sm-a037f	73		Middle_East	64521.48333
Android	opd2409	97		China_Mainland	64520.93333
iOS	"iPhone16,2"	-1		China_Mainland	64515.46667
Android	m2101k6p	83	qualcomm 730	India	64423.76667
Android	sm-g930f	84	samsungexynos8890	Europe	64410.86667
Android	wgr-w19	88		China_Mainland	64314.23333
Android	cph2693	75	", mt6835"	India	64292.58333
iOS	"iPad12,2"	90		North_America	64290.26667
Android	rmx5056	82	mediatek mt6878  mt6878	India	64262.63333
Android	v2322	83	qualcomm 680	South_Asia	64262.56667
Android	23124ra7eo	81	qualcomm 680	South_Asia	64145.96667
iOS	"iPhone14,2"	94		Africa	64107.3
Android	cph2251	80	mediatek 1080	India	64095.83333
Android	infinix x6858	78	helio g99	Africa	64091.7
Android	m2103k19i	77	mediatek 6020	India	63997.83333
Android	tecno cm6	78	helio g99	Africa	63937.98333
Android	v2424	81	qualcomm 680	South_Asia	63930.85
iOS	"iPhone15,2"	-1		China_Mainland	63866.25
iOS	"iPhone12,8"	-1		East_Asia	63821.35
Android	sm-a127f	77		Middle_East	63820.95
Android	tecno ki5k	65		Africa	63787.8
Android	sm-a057f	82	qualcomm 680	South_Asia	63735.6
Android	cph2477	73	"MT6765G, mt6765"	India	63664.26667
Android	vivo 1935	85		South_Asia	63623.15
Android	dub-lx1	74	qualcomm 450	Middle_East	63601.33333
Android	sm-a245f	78	helio g99	South_Asia	63594.35
Android	cph2239	75	helio p35	Middle_East	63584.36667
Android	infinix x6851	82	mediatek 7020	India	63557.48333
iOS	"iPhone18,3"	-1		China_Mainland	63516.88333
Android	sm-s938b	94	qti sm8750  qcom	South_America	63500.01667
Android	sm-f711n	89	qualcomm 888	East_Asia	63495.71667
Android	tecno bg6	65		Africa	63482.43333
Android	sm-a525f	83	qualcomm 720g	South_Asia	63479.31667
Android	rmx3263	73	unisoc t610	Middle_East	63461.28333
Android	m2006c3mii	75	helio p35	South_Asia	63442.21667
Android	rmx5303	74	ums9230_dhaka	South_Asia	63362.48333
Android	cph2213	75	"MT6853V/TNZA, mt6853"	India	63328.76667
Android	rmx3944	75	", mt6835"	India	63312.25
iOS	"iPhone15,2"	96		Africa	63302.28333
Android	rmx3999	81	mediatek mt6835  mt6835	India	63295.5
Android	cmr-w09	68		China_Mainland	63283.4
Android	sm-m127g	84	samsung exynos 850  exynos850	South_Asia	63278.3
Android	23129rn51x	73	mt6765	South_Asia	63258.53333
Android	cph2727	80	qualcomm 662	South_Asia	63242.21667
Android	rmx3195	72	"MT6769V/CZ, mt6768"	South_Asia	63213.91667
Android	cph2325	75	helio p35	South_Asia	63151.03333
Android	sm-a546e	71		South_Asia	63131.56667
Android	infinix x6812	80	mt6769h mt6769	South_Asia	63114.28333
Android	24090ra29g	82	mediatek mt6878  mt6878	South_America	63095.8
Android	cph2687	81	qualcomm 680	South_Asia	63077.81667
Android	sm-s721u	95	exynos 2400	North_America	63068.96667
Android	abr-nx3	81	mediatek 7020	South_America	63056.45
Android	nexg n74	65	", ums9230_6h10"	South_Asia	63054.88333
Android	pkb110	86	mediatek mt6991  mt6991	China_Mainland	63041.21667
Android	sm-g780g	89	qualcomm 865	Europe	63023.83333
Android	22120rn86i	74	helio p65	India	62937.36667
iOS	"iPad14,6"	94		North_America	62891.2
Android	pixel 9a	84	google tensor g4  tegu	East_Asia	62881.96667
Android	rmx5106	82	mediatek mt6878  mt6878	India	62880.58333
Android	cph2751	75	", mt6835"	India	62847.9
Android	sm-a325f	72	"MT6769V/CT, mt6769t"	South_Asia	62796.53333
Android	sm-a346e	82	mediatek 900	South_Asia	62780.16667
Android	v2117	77	helio g96	India	62748.41667
Android	cph2127	80	"qualcomm sm4250 qualcomm technologies, inc sm4250 qcom"	South_Asia	62740.25
Android	sm-s938b	97		Middle_East	62710.4
Android	cph1937	85		South_Asia	62697.93333
Android	redmi note 8 pro	77	helio g90t	Middle_East	62598.56667
Android	rmx3501	69	Unisoc T612	South_Asia	62561.03333
Android	2303cra44a	75		Middle_East	62558.23333
Android	25053rp5cc	76		China_Mainland	62543.61667
Android	22011211c	81	mt8395av/za mt8395	China_Mainland	62535.53333
iOS	"iPad8,9"	88		North_America	62503.68333
Android	m2105k81c	93		China_Mainland	62420.58333
Android	rmx3511	72	Unisoc T616	South_Asia	62398.43333
Android	23124ra7eo	89		South_Asia	62354.25
Android	tecno ki5k	72	Unisoc T606	South_Asia	62321
Android	sm-a156e	81	mediatek mt6835  mt6835	South_Asia	62246.43333
iOS	"iPad8,7"	88		China_Mainland	62216
Android	cph2373	83	qualcomm 680	India	62212.11667
Android	cph2705	75	", mt6878"	India	62169.38333
Android	tecno kl4	72	ums9230_KL4_go	South_Asia	62081.73333
iOS	"iPad13,16"	92		North_America	62062.73333
Android	i2306	81	mediatek mt6835  mt6835	India	62020.7
Android	rmx5070	85	qti sm6650  qcom	India	62017.41667
Android	21051182g	89		South_Asia	61980.98333
Android	z60 plus	75	unisoc t616	South_Asia	61971.43333
Android	m2006c3lg	71	helio g25	South_Asia	61957.53333
Android	dub-lx1	82		Africa	61947.23333
Android	cph2763	82	mediatek mt6878  mt6878	India	61916.68333
Android	sm-a165m	75	"null, mt6789"	South_America	61906.43333
Android	v2248	75		South_Asia	61881.66667
Android	2409brn2cy	72		South_Asia	61827.38333
Android	brp-nx1	83	qualcomm 6 Gen 1	South_Asia	61826.13333
Android	infinix x6880	78	helio g99	South_America	61822.73333
Android	sm-a146b	68	", s5e8535"	India	61690.46667
Android	rmo-nx1	83	qualcomm 695	Middle_East	61639.9
Android	rmx3990	85	qualcomm 7s Gen 2	India	61638
Android	sm-a166p	75	", mt6835"	South_Asia	61596.26667
Android	sm-a226b	77	mediatek 810	India	61523.15
Android	sm-f966b	94	qti sm8750  qcom	India	61512.38333
Android	24040rn64y	75	helio p65	South_Asia	61459.15
Android	2201117pi	77	helio g96	India	61445.3
Android	sm-a045f	73		South_Asia	61438.46667
Android	v2338	86	", qcom"	India	61435.38333
Android	22101317c	81	qualcomm 4 Gen 1	China_Mainland	61387.63333
Android	xdh-25-b3	75		China_Mainland	61377.5
Android	cph2495	75		India	61369.26667
Android	vivo 1920	79	qualcomm 665	South_Asia	61358.93333
Android	tecno km4	65		South_America	61358.56667
Android	cph2605	77	mediatek 6020	South_Asia	61346.86667
Android	hera-bd00	85	qualcomm 778g	China_Mainland	61339.06667
Android	tecno bg7	73		South_America	61257.91667
Android	cph2235	83	qualcomm 720g	South_Asia	61236.6
Android	mrx-w19	84		China_Mainland	61189.16667
Android	sm-a566e	71	", s5e8855"	India	61182.88333
Android	sm-a266b	85	exynos 1380	Europe	61157.5
Android	cph2637	81	mediatek mt6835  mt6835	Middle_East	61143.73333
Android	tecno bg7	75	helio p35	South_Asia	61104.5
Android	vivo 1904	70	helio a25	India	61070.9
Android	rmx3511	74	unisoc t616	India	60997.38333
Android	v2303	89		India	60994.23333
Android	ags3-w09hn	77		China_Mainland	60972.96667
Android	sm-g990e	88	samsung exynos 2100  exynos2100	India	60920.25
Android	itel a662lm	69	unisoc sc9863a	South_Asia	60857.56667
Android	23117ra68g	78	helio g99	South_Asia	60847.68333
Android	rmx3471	83	qualcomm 695	India	60789.55
Android	lenovo tb-j706f	89		China_Mainland	60735.08333
Android	rmx3286	73	"MT6781V/CDZAMB-H, mt6781"	South_Asia	60732.21667
Android	vog-al00	86	kirin 980	China_Mainland	60711.03333
Android	vivo 1907	74	helio p65	India	60680.93333
Android	infinix x6725	65		Middle_East	60638.93333
Android	2201116pg	83	qualcomm 695	South_America	60601.23333
Android	dny-nx9	88	qualcomm 7 Gen 3	Middle_East	60559.93333
Android	vivo 1938	73	"MT6765V/CB, mt6765"	South_Asia	60516.35
Android	v2037	75	helio p65	South_Asia	60493.21667
Android	sm-n981n	91	qualcomm 865	Africa	60483.11667
Android	sm-a325f	72		South_Asia	60466.43333
Android	22120rn86i	69	"MT6769V/CZ, mt6768"	India	60453.28333
Android	cph2473	83	qualcomm 680	India	60426.65
Android	infinix x669c	75	helio p35	South_Asia	60417.23333
Android	mrx-w39	84		China_Mainland	60404.21667
Android	zpd1301	72		China_Mainland	60373.78333
Android	sm-a336e	84	exynos 1280	India	60337.35
Android	xd-sdd27-2201	75		China_Mainland	60315.48333
iOS	"iPhone15,2"	96		Middle_East	60209.38333
Android	sm-s921b	96	exynos 2400	Europe	60202.8
Android	v2506	89	", qcom"	India	60192.21667
Android	tecno km4	65		Africa	60161.93333
iOS	"iPad13,18"	92		East_Asia	60143.26667
Android	sm-a065f	75	helio p65	South_Asia	60114.05
Android	sm-a155f	77	helio g99	South_Asia	60085.45
Android	v2238	74	helio p65	India	60080.4
Android	v2407	73	", mt6835"	India	60080.35
Android	sm-a127f	81	samsung exynos 850  exynos850	India	60075.9
Android	infinix x665e	73	helio g25	South_Asia	60069.3
Android	wdy-lx3	74	helio p35	South_America	60027.55
Android	x2	65		China_Mainland	60012.56667
Android	v2333	69	", mt6768"	South_Asia	59901.53333
Android	tecno kj5	77	mediatek mt6769 mt6769 mt6769	Africa	59886.83333
Android	moto g15	69	"null, mt6768"	South_America	59868.68333
Android	23117ra68g	75		Middle_East	59851.75
Android	cph2481	75		South_Asia	59851.35
Android	25028rn03a	76	spreadtrum ums9230e  serenity	Europe	59808.73333
Android	moto g22	73		South_America	59794.68333
Android	24129rt7cc	84	mediatek mt6899  mt6899	China_Mainland	59609.61667
Android	infinix x6857b	82	mediatek mt6878  mt6878	India	59514.43333
Android	infinix x662	69		South_Asia	59498.58333
Android	sm-a556e	71	", s5e8845"	India	59494.35
Android	rmx3268	73	unisoc t610	South_Asia	59432.91667
Android	moto g54 5g	75	", mt6855"	India	59423.75
iOS	"iPhone14,2"	94		South_Asia	59364.45
Android	sm-m115f	82	Qualcomm 450	South_Asia	59359.01667
Android	sm-a356e	71		Middle_East	59355.33333
iOS	"iPad8,11"	88		North_America	59340.11667
Android	sm-a035f	65	Unisoc T606	South_Asia	59266.05
Android	rmx5303	79	spreadtrum ums9230e  ums9230_dhaka	Middle_East	59261.55
Android	alt-nx3	83	qualcomm 4 Gen 2	South_America	59247.95
Android	cph2603	75	", mt6877"	India	59195.06667
Android	rmx2189	73	"MT6765G, mt6765"	South_Asia	59085.13333
Android	motorola edge 40	83	mediatek 8020	India	59047.28333
Android	infinix x6816c	69	Unisoc T610	South_Asia	58964.31667
Android	infinix x6515	67		Middle_East	58879.78333
Android	23124rn87i	73	", mt6835"	India	58877.71667
Android	infinix x6525b	73	", mt6765"	South_Asia	58873.91667
iOS	"iPhone14,6"	-1		East_Asia	58787.58333
Android	v2202	80	mediatek 1080	India	58719.05
Android	v2027	82		South_Asia	58555.61667
Android	tecno kl6	72	", mt6768"	South_Asia	58548.5
Android	22120rn86g	74	helio p65	Middle_East	58504.9
Android	v2033	82	Qualcomm 439	India	58482.76667
Android	cph1933	81	"qualcomm technologies, inc sdm665 qcom"	South_Asia	58404.53333
Android	2303cra44a	77	helio g96	Middle_East	58345.76667
Android	sm-g990e	88	samsung exynos 2100  exynos2100	South_America	58331.86667
Android	23124rn87c	78	mediatek mt6835  mt6835	China_Mainland	58326.08333
Android	cph2015	69		South_Asia	58294.38333
Android	rmx2151	86	mediatek 1200	India	58255.46667
Android	sm-a127f	76	exynos850	South_Asia	58251.01667
Android	vivo 2019	73		South_Asia	58210.58333
Android	v2430	65		South_Asia	58203.43333
Android	itel p662l	69	Unisoc SC9863A	South_Asia	58167.58333
Android	25057rn09i	83	qualcomm 695	India	58122.96667
Android	pgbm10	86	mediatek 1300	China_Mainland	58109.66667
Android	sm-s918b	93		Middle_East	58106.38333
Android	23106rn0da	75	helio p65	South_America	58093.06667
Android	sm-s721n	95	exynos 2400	East_Asia	58029.8
Android	blk-al80	71		China_Mainland	58013.51667
Android	jlh-an00	75	"MT6877V/ZA, mt6877"	China_Mainland	57961.1
iOS	"iPhone14,8"	94		India	57955.03333
Windows	System Product Name	85	12th Gen Intel(R) Core(TM) i3-12100	China_Mainland	57888.15
Android	sm-a165m	75		South_America	57864.25
Android	cph2565	83	qualcomm 680	Middle_East	57821.58333
Android	cph2185	73	helio p35	Africa	57801.31667
Android	m2101k6g	89		South_Asia	57799.01667
Android	23053rn02i	72		Middle_East	57775.01667
Android	z60 plus	72	Unisoc T616	South_Asia	57698.61667
Android	sm-a217f	81	samsung exynos 850  exynos850	South_Asia	57691.65
Android	rmx3785	75	", mt6835"	India	57641.43333
Android	agm3-w09hn	72		China_Mainland	57625.18333
Android	cet-al00	93		China_Mainland	57522.83333
Android	rmx3834	65		South_America	57490.81667
Android	v2109	75	helio p65	India	57348.93333
Android	sm-a105f	72	", exynos7884B"	South_Asia	57296.25
Android	rmx3686	82	mediatek 1080	India	57264.51667
Android	cph2119	77	helio p90	India	57244.18333
Android	infinix x678b	78	helio g99	South_America	57153.18333
Windows	21CSA2S3CD	76	11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz	China_Mainland	57143.25
Android	25078ra3el	74	helio p65	South_America	57105.88333
Android	23073rpbfg	86		South_Asia	57102.78333
Android	23076rn4bi	82	qualcomm 4 Gen 2	India	57101.83333
Android	v2333	74	helio p65	India	57069.08333
Android	lenovo tb-j607f	89		China_Mainland	57068.7
iOS	"iPhone17,2"	66		Middle_East	57044.15
Android	cph2159	83	qualcomm 720g	South_Asia	57028.03333
Android	v2507	65		South_Asia	57027.7
Android	2312draabi	80	mediatek 810	India	56901.7
Android	sm-a037m	75	helio p35	South_America	56892.45
Android	tecno bf6	67	unisoc sc9863a	South_America	56877.16667
Android	infinix x6855	75		South_Asia	56843.38333
Android	220233l2g	73	helio g25	Middle_East	56825.28333
Android	2312dra50g	85	qualcomm 7s Gen 2	South_Asia	56791.95
Android	sm-a107m	64		South_America	56785.9
Android	m2101k7bi	75	"MT6785V/CD, mt6785"	India	56785.16667
Android	infinix x6853	78	helio g99	South_America	56783.13333
Android	v2132	86	mediatek 1300	India	56770.6
Android	ady-al00	71		China_Mainland	56729.9
Android	220333ql	82	qualcomm 680	South_America	56694.9
Android	cph2607	87	mediatek 8200	India	56637.51667
Android	2406ern9ci	89		India	56615.35
Android	v2432	73	", mt6835"	India	56579.61667
Android	sm-a136u	76	mediatek 810	North_America	56576.7
iOS	"iPhone13,1"	92		China_Mainland	56574.9
